PARSEKYABLE_DES_SOURCE,ID_EXCH_SYMBOL,PRIMARY_EXCHANGE_NAME,CRNCY,ID_BB_GLOBAL,ID_SEDOL1,ID_ISIN,ID_CUSIP,PX_CLOSE,VOLUME_AVG_20D,CURRENT_MARKET_CAP_SHARE_CLASS,BICS_LEVEL_1_SECTOR_CODE,BICS_LEVEL_2_INDUSTRY_GROUP_CODE,BICS_LEVEL_3_INDUSTRY_CODE,BICS_LEVEL_4_SUB_INDUSTRY_CODE,SECURITY_TYP,PX_ROUND_LOT_SIZE,FUT_CONTRACT_SIZE_REALTIME,FUT_TICK_SIZE
8175 HK Equity,8175,Hong Kong,HKD,BBG000BCQ5J0,BZ1GTS2,BMG2115S1171,,0.510000,2529250.000000,989.489847,10,1010,101012,,Common Stock,10000,,
8176 HK Equity,8176,Hong Kong,HKD,BBG000M3WM31,BYY2BY0,,,7.200000,15225.000000,3428.781595,11,1119,111914,11191419,Common Stock,5000,,
8178 HK Equity,8178,Hong Kong,HKD,BBG000C0V2W1,B88BR32,KYG215501274,,0.120000,3504560.000000,685.458229,18,1814,181410,18141010,Common Stock,24000,,
8179 HK Equity,8179,Hong Kong,HKD,BBG001VHLQQ6,BZBYNG2,KYG3653P2009,,0.139000,9687900.000000,295.771795,12,1211,121111,,Common Stock,12000,,
817 HK Equity,817,Hong Kong,HKD,BBG000BYML92,B23TGR6,HK0817039453,,3.940000,28938370.000000,45612.154459,14,1415,141510,,Common Stock,2000,,
8181 HK Equity,8181,Hong Kong,HKD,BBG005CFFYQ2,BF2XNT1,KYG440461039,,0.340000,310000.000000,290.819515,14,1415,141512,14151211,Common Stock,8000,,
8182 HK Equity,8182,Hong Kong,HKD,BBG00BC32YJ8,BYQ8ZC2,KYG2119T1031,,0.113000,0.000000,181.704000,12,1210,121011,12101117,Common Stock,10000,,
8183 HK Equity,8183,Hong Kong,HKD,BBG00FWL8PS0,BD1MJV9,KYG8340R1056,,0.580000,175250.000000,290.000000,11,1110,111010,11101010,Common Stock,5000,,
8186 HK Equity,8186,Hong Kong,HKD,BBG000LJN8G4,BDHTZL6,BMG4953J1595,,0.073000,202178.000000,60.682068,17,1713,171310,,Common Stock,20000,,
8187 HK Equity,8187,Hong Kong,HKD,BBG00CXKHP71,BG348B7,,,0.920000,21750.000000,441.600000,11,1110,111010,11101013,Common Stock,5000,,
8188 HK Equity,8188,Hong Kong,HKD,BBG00FZJ4YX1,BZBZTC3,KYG3946R1048,,0.160000,87000.000000,80.000000,16,1615,161510,,Common Stock,4000,,
8189 HK Equity,8189,Hong Kong,HKD,BBG000C937D3,6531504,CNE1000004H7,,0.340000,9500.000000,406.980000,17,1710,171010,17101012,Common Stock,5000,,
818 HK Equity,818,Hong Kong,HKD,BBG000BQLX67,B17MXJ5,BMG4512G1261,,0.980000,4100800.000000,2721.297158,14,1412,141211,14121112,Common Stock,3000,,
8190 HK Equity,8190,Hong Kong,HKD,BBG000M083N4,6449373,KYG2297X1088,,0.060000,238000.000000,230.490000,11,1112,111212,11121210,Common Stock,10000,,
8191 HK Equity,8191,Hong Kong,HKD,BBG005QNKN79,BHPH3V6,HK0000178324,,0.315000,3901700.000000,262.269977,17,1711,171111,17111111,Common Stock,6000,,
8192 HK Equity,8192,Hong Kong,HKD,BBG000BB45D2,BYQLZK9,BMG6674T1430,,0.300000,784260.000000,310.913707,17,1715,171510,,Common Stock,12000,,
8193 HK Equity,8193,Hong Kong,HKD,BBG001QBPZB7,B4PS3T6,KYG407041014,,0.045000,2426750.000000,262.330137,14,1413,141311,14131110,Common Stock,5000,,
8195 HK Equity,8195,Hong Kong,HKD,BBG0077XR772,BF4NVN9,KYG535201548,,0.040000,1337900.000000,51.200000,11,1110,111010,11101010,Common Stock,24000,,
8196 HK Equity,8196,Hong Kong,HKD,BBG00BKZFJM3,BYVT809,KYG408011057,,2.510000,507500.000000,753.000000,16,1615,161512,16151215,Common Stock,4000,,
8197 HK Equity,8197,Hong Kong,HKD,BBG000CQXVL0,6509783,CNE100000155,,0.239000,233000.000000,59.367600,15,1511,151112,15111210,Common Stock,10000,,
8198 HK Equity,8198,Hong Kong,HKD,BBG000BGDR89,BDVP4D5,KYG5656D1007,,0.136000,886680.000000,427.847274,11,1116,111610,,Common Stock,4000,,
8199 HK Equity,8199,Hong Kong,HKD,BBG00HPSGRB4,BDZRNK7,KYG215AA1032,,0.270000,646000.000000,270.000000,11,1115,111512,11151210,Common Stock,10000,,
819 HK Equity,819,Hong Kong,HKD,BBG000JSJ8J9,B1XDJC7,KYG8655K1094,,11.180000,2521587.000000,12594.789870,13,1311,131111,13111115,Common Stock,2000,,
81 HK Equity,81,Hong Kong,HKD,BBG000BDZH39,6803247,HK0000065737,,2.820000,8614695.000000,9653.874752,14,1415,141510,14151014,Common Stock,1000,,
8200 HK Equity,8200,Hong Kong,HKD,BBG000C4FKL3,BD0D6P6,KYG781651420,,0.040000,6769501.000000,218.536314,11,1120,112019,11201912,Common Stock,40000,,
8201 HK Equity,8201,Hong Kong,HKD,BBG004P1L6N9,BF54H66,KYG7222V1840,,0.172000,258738.300000,92.880000,11,1114,111410,11141011,Common Stock,20000,,
8202 HK Equity,8202,Hong Kong,HKD,BBG000NXN452,BYYLL81,BMG4782R2731,,0.209000,3641936.000000,220.066362,18,1814,181410,18141010,Common Stock,10000,,
8203 HK Equity,8203,Hong Kong,HKD,BBG000GXPF62,BZBG3J1,KYG8310R1276,,0.360000,166800.000000,207.563780,13,1310,131016,13101610,Common Stock,10000,,
8205 HK Equity,8205,Hong Kong,HKD,BBG000NV97C7,6539296,CNE100000189,,0.300000,0.000000,39.600000,11,1119,111912,11191210,Common Stock,4000,,
8206 HK Equity,8206,Hong Kong,HKD,BBG000PHV0W4,BD87Z08,KYG8117F1028,,0.370000,6800.000000,701.407896,11,1115,111511,,Common Stock,1000,,
8207 HK Equity,8207,Hong Kong,HKD,BBG00191NWQ1,BYWJRH8,KYG2121H1056,,0.600000,49702800.000000,13874.524848,14,1412,141211,14121112,Common Stock,4000,,
8211 HK Equity,8211,Hong Kong,HKD,BBG000PJ2QN5,6562902,CNE1000001F7,,0.180000,50000.000000,85.590000,11,1110,111011,11101111,Common Stock,10000,,
8212 HK Equity,8212,Hong Kong,HKD,BBG000MXXK65,BDCRDK0,KYG1991W1684,,0.102000,1346795.000000,156.432788,14,1413,141310,14131012,Common Stock,8000,,
8213 HK Equity,8213,Hong Kong,HKD,BBG000BDV8Z8,BZ3FSF7,KYG6529G1064,,0.048000,712000.000000,199.976400,11,1116,111613,11161311,Common Stock,10000,,
8215 HK Equity,8215,Hong Kong,HKD,BBG0029JKX54,BYQ7GN7,BMG3467U1229,,0.108000,0.000000,391.910400,14,1412,141211,14121111,Common Stock,20000,,
8217 HK Equity,8217,Hong Kong,HKD,BBG00CM4XZX0,BYP9JD5,KYG5700C1087,,0.150000,1448500.000000,187.200000,16,1615,161511,16151110,Common Stock,10000,,
8218 HK Equity,8218,Hong Kong,HKD,BBG005CG0NZ0,BYN7JP3,KYG2919W1160,,0.103000,394450.000000,98.880000,16,1611,161114,,Common Stock,4000,,
8219 HK Equity,8219,Hong Kong,HKD,BBG00L9HT4W1,BG5KMB1,KYG4289R1074,,0.415000,,415.000000,11,1110,111010,11101016,Common Stock,10000,,
821 HK Equity,821,Hong Kong,HKD,BBG000H7DW64,6617181,HK0000048543,,1.130000,17912850.000000,1159.064537,14,1413,141310,14131011,Common Stock,4000,,
8220 HK Equity,8220,Hong Kong,HKD,BBG000PHN936,B8P2TZ4,KYG1116Y1153,,0.058000,708200.000000,198.449243,11,1118,111810,11181013,Common Stock,20000,,
8221 HK Equity,8221,Hong Kong,HKD,BBG00FJ1BTK5,BYTY505,KYG704861080,,0.151000,1588050.000000,302.000000,14,1413,141310,14131010,Common Stock,20000,,
8222 HK Equity,8222,Hong Kong,HKD,BBG007623L85,BQZHY50,,,0.150000,256600.000000,67.655357,11,1112,111212,,Common Stock,4000,,
8223 HK Equity,8223,Hong Kong,HKD,BBG00L98JYY4,BD20718,KYG9898B1041,,1.600000,,640.000000,14,1412,141210,14121010,Common Stock,4000,,
8225 HK Equity,8225,Hong Kong,HKD,BBG000PSNTQ3,BVZG496,KYG2117N1088,,0.249000,781000.000000,247.200143,15,1510,151012,,Common Stock,20000,,
8226 HK Equity,8226,Hong Kong,HKD,BBG000NTJ3H5,BDVQ900,KYG5306J1013,,0.044000,59089300.000000,122.467838,14,1413,141310,14131011,Common Stock,4000,,
8227 HK Equity,8227,Hong Kong,HKD,BBG000BZQRN6,6711317,CNE1000001D2,,3.810000,326950.000000,2460.363530,18,1810,181016,18101610,Common Stock,1000,,
8228 HK Equity,8228,Hong Kong,HKD,BBG000PCFN26,BP0S042,BMG6384U1172,,0.340000,23054500.000000,1535.834815,10,1010,101012,10101210,Common Stock,20000,,
8229 HK Equity,8229,Hong Kong,HKD,BBG00D7CJ0C3,BD9GZN7,KYG3729W1069,,0.340000,142250.000000,136.000000,18,1812,181211,,Common Stock,5000,,
822 HK Equity,822,Hong Kong,HKD,BBG000RGRF47,B1YWH41,KYG5217R1011,,0.385000,342000.000000,344.098139,16,1613,161310,16131017,Common Stock,2000,,
8230 HK Equity,8230,Hong Kong,HKD,BBG00BQYMMS9,BDG0GT5,KYG212051026,,0.385000,186500.000000,311.850000,17,1710,171012,17101221,Common Stock,5000,,
8231 HK Equity,8231,Hong Kong,HKD,BBG00DY42QD1,BDB46R0,,,0.182000,19309500.000000,293.523457,18,1811,181110,,Common Stock,10000,,
8232 HK Equity,8232,Hong Kong,HKD,BBG00D7K8698,BD9GZP9,KYG2190B1041,,1.220000,523450.000000,544.120000,11,1116,111613,,Common Stock,5000,,
8235 HK Equity,8235,Hong Kong,HKD,BBG000D9YJH8,6571793,CNE1000000Y0,,0.216000,113500.000000,45.144000,18,1814,181410,18141010,Common Stock,10000,,
8236 HK Equity,8236,Hong Kong,HKD,BBG000D1T1C5,6571384,CNE1000001L5,,2.500000,9850.000000,151.875000,18,1810,181013,18101311,Common Stock,1000,,
8237 HK Equity,8237,Hong Kong,HKD,BBG006R3Z8F8,BRK0T34,KYG5496E1109,,0.255000,7036800.000000,889.950000,11,1116,111612,11161210,Common Stock,2000,,
8238 HK Equity,8238,Hong Kong,HKD,BBG0081P46N2,BYZZ7L7,KYG9722S1176,,0.041000,14801200.000000,354.240000,11,1114,111413,11141310,Common Stock,8000,,
8239 HK Equity,8239,Hong Kong,HKD,BBG000PHVGH6,BSLS213,BMG1941S1017,,0.067000,888990.000000,87.174910,14,1412,141211,,Common Stock,2000,,
823 HK Equity,823,Hong Kong,HKD,BBG000P9D267,B0PB4M7,HK0823032773,,76.650000,4718518.000000,164129.054819,14,1415,141511,14151117,REIT,500,,
8240 HK Equity,8240,Hong Kong,HKD,BBG00DY9V9C7,BD0BVQ6,KYG3945R1056,,0.290000,4555500.000000,371.200000,12,1210,121011,12101113,Common Stock,10000,,
8241 HK Equity,8241,Hong Kong,HKD,BBG00KFNJX05,BG214Q6,HK0000408101,,0.400000,317250.000000,144.000000,12,1210,121012,12101211,Common Stock,5000,,
8242 HK Equity,8242,Hong Kong,HKD,BBG002CVBQQ5,BG5KN18,,,0.102000,478125.000000,142.573805,14,1415,141512,14151211,Common Stock,10000,,
8243 HK Equity,8243,Hong Kong,HKD,BBG000C15XR6,6712484,CNE100000577,,0.219000,429750.000000,54.750000,10,1010,101010,10101011,Common Stock,5000,,
8245 HK Equity,8245,Hong Kong,HKD,BBG00B0TQ7X1,BD0SWZ3,KYG675491164,,0.051000,1078500.000000,195.840000,18,1810,181010,18101013,Common Stock,5000,,
8246 HK Equity,8246,Hong Kong,HKD,BBG002CB8XN1,BYQPNF2,KYG6636K1159,,0.370000,238800.000000,1294.822400,13,1311,131112,,Common Stock,8000,,
8247 HK Equity,8247,Hong Kong,HKD,BBG000N34743,B0ZGT38,CNE100000288,,2.020000,12800.000000,129.858009,15,1512,151211,15121111,Common Stock,2000,,
8249 HK Equity,8249,Hong Kong,HKD,BBG000C0SVX0,6712707,CNE1000004Z9,,0.235000,295000.000000,30.550000,18,1810,181016,,Common Stock,5000,,
8250 HK Equity,8250,Hong Kong,HKD,BBG000KT8SK1,BZ1J9G9,KYG8133P1000,,0.040000,10528500.000000,299.702494,17,1715,171512,17151214,Common Stock,20000,,
8251 HK Equity,8251,Hong Kong,HKD,BBG00CLMBL11,BYPDL19,KYG0411B1014,,0.750000,1051000.000000,300.000000,11,1114,111413,11141312,Common Stock,10000,,
8252 HK Equity,8252,Hong Kong,HKD,BBG00GK1C2T0,BZ4TGK9,CNE100002FL7,,3.050000,1580838.000000,457.500000,14,1412,141211,14121111,Common Stock,2000,,
8255 HK Equity,8255,Hong Kong,HKD,BBG005LZLMW0,BH32JL5,KYG2117M1006,,0.600000,116100.000000,288.000000,18,1814,181412,18141210,Common Stock,6000,,
8256 HK Equity,8256,Hong Kong,HKD,BBG000KR6W19,6579269,KYG6454B1225,,0.034000,371600.000000,41.284694,10,1011,101110,10111011,Common Stock,4000,,
8257 HK Equity,8257,Hong Kong,HKD,BBG00H2GLPC2,BYVSX01,KYG3825A1076,,0.250000,1173000.000000,250.000000,16,1612,161215,,Common Stock,10000,,
8258 HK Equity,8258,Hong Kong,HKD,BBG000CJLPH7,6652546,CNE1000001M3,,0.170000,127000.000000,56.270000,17,1710,171011,17101111,Common Stock,10000,,
825 HK Equity,825,Hong Kong,HKD,BBG000JRCN50,B1Z69H9,KYG650071098,,1.780000,591415.900000,3001.338100,11,1120,112013,11201310,Common Stock,1000,,
8260 HK Equity,8260,Hong Kong,HKD,BBG004D37SB9,BD39F87,KYG9844H1065,,0.750000,624005.000000,1157.611186,11,1114,111414,11141411,Common Stock,10000,,
8262 HK Equity,8262,Hong Kong,HKD,BBG00CGR4D58,BDHS5S0,KYG8587W1069,,0.335000,35000.000000,268.000000,16,1615,161510,,Common Stock,10000,,
8265 HK Equity,8265,Hong Kong,HKD,BBG001CNMB22,BF0MYT7,BMG2120V1054,,2.730000,575800.000000,7303.909390,11,1111,111110,11111010,Common Stock,4000,,
8266 HK Equity,8266,Hong Kong,HKD,BBG000PQPZW4,BG214M2,,,1.220000,795680.000000,502.749793,16,1611,161114,,Common Stock,3200,,
8267 HK Equity,8267,Hong Kong,HKD,BBG007PQDPB7,BYVF3G8,KYG5504C1069,,0.800000,51450.000000,294.984771,18,1812,181210,18121016,Common Stock,500,,
8268 HK Equity,8268,Hong Kong,HKD,BBG0073GC207,BYYT5K5,KYG273471147,,0.137000,551860.000000,137.000000,16,1615,161510,,Common Stock,8000,,
8269 HK Equity,8269,Hong Kong,HKD,BBG0016YH588,BDFBLX8,KYG488341242,,0.093000,700833.200000,76.421448,19,1910,191013,19101310,Common Stock,10000,,
826 HK Equity,826,Hong Kong,HKD,BBG000R59S43,B236JB2,KYG888311134,,1.570000,5704400.000000,3986.308500,16,1613,161310,16131013,Common Stock,2000,,
8270 HK Equity,8270,Hong Kong,HKD,BBG000P0WSJ4,BNJXX34,BMG2152N1048,,0.061000,302350.000000,80.488557,13,1310,131012,13101212,Common Stock,40000,,
8271 HK Equity,8271,Hong Kong,HKD,BBG000PX2FS3,6673923,BMG4046D1020,,0.305000,643600.000000,463.067940,10,1010,101012,10101210,Common Stock,2000,,
8272 HK Equity,8272,Hong Kong,HKD,BBG000C731B2,BDH38X1,KYG2113R1377,,0.016000,4990556.000000,50.722560,11,1114,111412,,Common Stock,20000,,
8273 HK Equity,8273,Hong Kong,HKD,BBG000KW8SR7,6740043,CNE1000004V8,,1.180000,0.000000,27.140000,11,1111,111111,11111127,Common Stock,2000,,
8275 HK Equity,8275,Hong Kong,HKD,BBG00HVM6P70,BYWG3V5,KYG1142R1002,,0.390000,3307500.000000,234.000000,16,1615,161510,,Common Stock,10000,,
8277 HK Equity,8277,Hong Kong,HKD,BBG0083DYYQ0,BVXH5T8,KYG846071036,,0.680000,47625.000000,148.738666,17,1711,171111,17111112,Common Stock,2000,,
8278 HK Equity,8278,Hong Kong,HKD,BBG00FF84PH4,BD491B1,KYG223911093,,0.230000,334500.000000,415.380000,11,1120,112014,11201416,Common Stock,10000,,
8279 HK Equity,8279,Hong Kong,HKD,BBG000GMC893,B1G2FL2,BMG0135Z1032,,0.760000,2451552.000000,8566.980099,18,1814,181410,18141010,Common Stock,4000,,
827 HK Equity,827,Hong Kong,HKD,BBG000PSNS76,BRJQGV0,KYG5319F1384,,0.196000,8998600.000000,842.416349,17,1710,171010,17101012,Common Stock,4000,,
8280 HK Equity,8280,Hong Kong,HKD,BBG00D31QV08,BD44F25,KYG2118T1040,,0.580000,277000.000000,365.592560,10,1010,101012,10101210,Common Stock,2000,,
8281 HK Equity,8281,Hong Kong,HKD,BBG00D7J6N96,BD9GZM6,KYG2119E1061,,0.295000,33200.000000,295.000000,12,1210,121014,,Common Stock,8000,,
8282 HK Equity,8282,Hong Kong,HKD,BBG00BSFW568,BYW10Q4,KYG3729L1005,,0.750000,21400.000000,120.000000,18,1812,181210,18121016,Common Stock,4000,,
8283 HK Equity,8283,Hong Kong,HKD,BBG00F6HRPV3,BD20X98,KYG9897M1015,,5.000000,2611618.000000,2500.000000,11,1111,111111,,Common Stock,5000,,
8285 HK Equity,8285,Hong Kong,HKD,BBG00JMZLC60,BFNNS17,KYG8192F1000,,0.214000,293750.000000,119.840000,11,1110,111010,11101012,Common Stock,5000,,
8286 HK Equity,8286,Hong Kong,HKD,BBG000N9LB33,B013DS6,CNE100000452,,0.300000,0.000000,33.000000,18,1810,181010,18101013,Common Stock,5000,,
8287 HK Equity,8287,Hong Kong,HKD,BBG00JM9ZM52,BDRHCP3,KYG9898L1023,,0.240000,3159500.000000,158.400000,18,1810,181010,,Common Stock,10000,,
828 HK Equity,828,Hong Kong,HKD,BBG000BWPF87,B05M185,KYG2950W1087,,1.440000,0.000000,1797.408000,12,1210,121012,12101210,Common Stock,2000,,
8290 HK Equity,8290,Hong Kong,HKD,BBG00B3L4N64,BZBW6V2,KYG0132C1078,,0.083000,296000.000000,166.000000,18,1812,181211,18121114,Common Stock,10000,,
8291 HK Equity,8291,Hong Kong,HKD,BBG00H1W2HY3,BF0F9H9,KYG942971014,,0.250000,1297050.000000,100.000000,17,1712,171210,17121011,Common Stock,5000,,
8292 HK Equity,8292,Hong Kong,HKD,BBG00D74G1K3,BD9GZL5,,,0.790000,1047000.000000,632.000000,16,1617,161715,16171511,Common Stock,10000,,
8293 HK Equity,8293,Hong Kong,HKD,BBG00D8MVSJ8,BYV8W48,KYG8159T1013,,5.280000,1107750.000000,6600.000000,11,1114,111414,11141411,Common Stock,5000,,
8295 HK Equity,8295,Hong Kong,HKD,BBG000R19864,BYYMWT2,KYG9895T1085,,0.137000,221600.000000,486.418067,14,1413,141310,14131010,Common Stock,20000,,
8296 HK Equity,8296,Hong Kong,HKD,BBG000P51CH4,B409GR3,KYG816BW1095,,0.255000,322300.000000,189.337500,11,1115,111512,11151211,Common Stock,4000,,
8297 HK Equity,8297,Hong Kong,HKD,BBG00FVQBJ28,BD1MJS6,KYG6381M1006,,0.120000,41250.000000,57.600000,11,1110,111010,11101010,Common Stock,5000,,
8299 HK Equity,8299,Hong Kong,HKD,BBG000F66V31,B02V668,KYG4136P1220,,0.010000,20644110.000000,224.517324,17,1715,171511,17151110,Common Stock,12000,,
829 HK Equity,829,Hong Kong,HKD,BBG000PJR6D3,B4NC3T0,KYG8116M1087,,0.445000,647300.000000,1450.377820,12,1210,121011,12101118,Common Stock,2000,,
82 HK Equity,82,Hong Kong,HKD,BBG000BFX7W6,BPFH3X4,BMG9310X1065,,0.480000,0.000000,1602.804126,10,1010,101013,10101311,Common Stock,2000,,
8300 HK Equity,8300,Hong Kong,HKD,BBG00DJ2W4K0,BDCC9H4,KYG770951005,,0.096000,12800000.000000,253.762560,11,1116,111613,11161311,Common Stock,20000,,
8301 HK Equity,8301,Hong Kong,HKD,BBG000Q39HP0,B01RQ67,CNE100000486,,0.640000,387400.000000,128.128000,18,1811,181111,18111113,Common Stock,8000,,
8305 HK Equity,8305,Hong Kong,HKD,BBG00L7QFPP9,BDZ2MJ4,KYG891951041,,0.255000,,204.000000,16,1615,161510,,Common Stock,10000,,
8306 HK Equity,8306,Hong Kong,HKD,BBG000BJT9Y7,BBMT5W8,BMG2157X1496,,0.201000,0.000000,352.012898,17,1710,171010,17101012,Common Stock,10000,,
8307 HK Equity,8307,Hong Kong,HKD,BBG007QLDKH2,BTHGZY2,KYG595641070,,0.465000,47800.000000,223.386000,15,1511,151111,,Common Stock,4000,,
8308 HK Equity,8308,Hong Kong,HKD,BBG00FFKV3L1,BYQMNJ7,KYG419791085,,1.530000,60200.000000,1499.400000,16,1615,161513,16151311,Common Stock,4000,,
8309 HK Equity,8309,Hong Kong,HKD,BBG00GBVM5T6,BF2S1V4,KYG579641013,,0.245000,893000.000000,147.000000,11,1114,111410,11141011,Common Stock,10000,,
830 HK Equity,830,Hong Kong,HKD,BBG000QJ7TC5,B663XN8,KYG331271042,,0.730000,282371.200000,1573.547850,16,1615,161510,16151011,Common Stock,2000,,
8310 HK Equity,8310,Hong Kong,HKD,BBG0053YPBM4,BZ060V3,KYG2616H1074,,0.640000,1435000.000000,824.320000,11,1119,111915,,Common Stock,10000,,
8311 HK Equity,8311,Hong Kong,HKD,BBG005XL8QS9,BJFFN14,KYG7015H1039,,0.250000,89000.000000,370.921788,18,1810,181016,18101610,Common Stock,10000,,
8312 HK Equity,8312,Hong Kong,HKD,BBG00194SY86,BZBG528,KYG2119U1004,,0.160000,1037600.000000,118.400000,12,1210,121014,,Common Stock,10000,,
8313 HK Equity,8313,Hong Kong,HKD,BBG00JM9ZSS4,BDRHCZ3,SG9999017792,,0.290000,1997000.000000,580.000000,14,1410,141011,,Common Stock,10000,,
8315 HK Equity,8315,Hong Kong,HKD,BBG006YTLDW8,BYV7XW0,KYG525861236,,0.036000,7352500.000000,295.523800,11,1114,111415,11141511,Common Stock,10000,,
8316 HK Equity,8316,Hong Kong,HKD,BBG009PX0SS8,BYQMJJ9,KYG687581044,,1.160000,32005.000000,928.000000,16,1615,161510,16151011,Common Stock,10000,,
8317 HK Equity,8317,Hong Kong,HKD,BBG000QB09J6,B434GH5,BMG3445E1333,,0.640000,33061.750000,426.584815,18,1812,181210,18121014,Common Stock,2000,,
8319 HK Equity,8319,Hong Kong,HKD,BBG00CLJXDC0,BYP9JC4,KYG3313K1040,,0.116000,351500.000000,92.800000,18,1814,181410,18141010,Common Stock,10000,,
831 HK Equity,831,Hong Kong,HKD,BBG000F6LLF3,6317339,KYG239801080,,3.500000,191225.000000,2668.858409,12,1212,121210,12121012,Common Stock,2000,,
8320 HK Equity,8320,Hong Kong,HKD,BBG00DY42B80,BD0BVM2,KYG021581064,,0.143000,365250.000000,171.600000,16,1618,161810,16181010,Common Stock,10000,,
8321 HK Equity,8321,Hong Kong,HKD,BBG00F0YSM48,BDFT8F3,,,0.143000,870500.000000,114.400000,16,1615,161510,,Common Stock,10000,,
8325 HK Equity,8325,Hong Kong,HKD,BBG000P1H9G4,BLBF0F5,KYG2116H1020,,0.900000,357500.000000,1479.769824,14,1412,141211,14121112,Common Stock,10000,,
8326 HK Equity,8326,Hong Kong,HKD,BBG005KYF683,BZ6VHS8,KYG8918S1057,,0.530000,1157150.000000,433.540000,13,1311,131112,,Common Stock,1000,,
8328 HK Equity,8328,Hong Kong,HKD,BBG00BNVTM10,BDC73M2,KYG9830W1096,,1.920000,301169.600000,1244.420262,11,1111,111111,11111112,Common Stock,4000,,
8329 HK Equity,8329,Hong Kong,HKD,BBG000BK8TN5,B0KD202,CNE100000775,,0.380000,247500.000000,161.880000,15,1510,151013,,Common Stock,10000,,
832 HK Equity,832,Hong Kong,HKD,BBG000BP8PN2,B2RDS34,KYG207681001,,3.650000,1851100.000000,9969.108344,14,1415,141510,,Common Stock,1000,,
8331 HK Equity,8331,Hong Kong,HKD,BBG00BP4J9B7,BDDVWF9,KYG337641040,,0.395000,86000.000000,220.729950,17,1715,171510,17151018,Common Stock,10000,,
8333 HK Equity,8333,Hong Kong,HKD,BBG00D7J6J40,BD9GZY8,KYG059551021,,0.240000,93000.000000,192.000000,14,1413,141310,14131010,Common Stock,5000,,
8337 HK Equity,8337,Hong Kong,HKD,BBG000QZ74B5,B5T5J58,KYG276801001,,0.073000,471000.000000,227.212500,10,1011,101110,10111010,Common Stock,10000,,
833 HK Equity,833,Hong Kong,HKD,BBG000H8ZJG6,B0CM7L3,KYG022791266,,1.900000,389330.600000,1797.621084,13,1311,131111,13111115,Common Stock,1000,,
8340 HK Equity,8340,Hong Kong,HKD,BBG000BH2J50,B2RMF63,KYG9360V1095,,0.186000,267500.000000,119.040000,14,1413,141310,14131010,Common Stock,10000,,
8341 HK Equity,8341,Hong Kong,HKD,BBG00FP30CS5,BD6VZD5,KYG0113B1023,,2.700000,0.000000,540.000000,16,1615,161512,,Common Stock,5000,,
8342 HK Equity,8342,Hong Kong,HKD,BBG00FFKVDX6,BYQMS58,KYG937491028,,1.200000,96500.000000,609.600000,18,1814,181410,18141010,Common Stock,5000,,
8343 HK Equity,8343,Hong Kong,HKD,BBG00FJR3HY8,BZ0XGT4,KYG4644A1040,,0.810000,19500.000000,324.000000,16,1611,161110,16111012,Common Stock,5000,,
8345 HK Equity,8345,Hong Kong,HKD,BBG00C18GCC7,BYQ8KV6,KYG3524S1021,,4.200000,82200.000000,1344.000000,18,1812,181210,18121016,Common Stock,2000,,
8346 HK Equity,8346,Hong Kong,HKD,BBG00CTH8Y92,BYYGB31,,,0.196000,326500.000000,117.600000,16,1611,161114,16111411,Common Stock,10000,,
8347 HK Equity,8347,Hong Kong,HKD,BBG00GBRC2Y7,BD4GZF4,KYG3675A1085,,0.455000,534650.000000,364.000000,13,1310,131014,13101411,Common Stock,8000,,
8348 HK Equity,8348,Hong Kong,HKD,BBG000DGW8R7,B2R6H36,CNE1000009Z8,,0.840000,6200.000000,82.524288,16,1617,161715,,Common Stock,2000,,
8349 HK Equity,8349,Hong Kong,HKD,BBG00FNFYF51,BD2Z553,KYG5965T1013,,0.730000,1460300.000000,292.000000,17,1710,171012,17101211,Common Stock,10000,,
834 HK Equity,834,Hong Kong,HKD,BBG000RJD5M8,B3K7SC9,BMG2110F1023,,0.670000,131600.000000,290.075160,12,1210,121011,12101114,Common Stock,4000,,
8350 HK Equity,8350,Hong Kong,HKD,BBG00JMZH9N3,BFNNS51,KYG3313E1089,,0.335000,220000.000000,268.000000,14,1413,141310,14131011,Common Stock,8000,,
8351 HK Equity,8351,Hong Kong,HKD,BBG000PLKYM4,BD3DS02,BMG5383V1182,,0.242000,6365650.000000,875.651123,11,1110,111010,11101016,Common Stock,20000,,
8353 HK Equity,8353,Hong Kong,HKD,BBG00FFKV5W4,BYQMRS4,SG9999015903,,0.600000,37500.000000,239.495098,18,1812,181210,18121013,Common Stock,3000,,
8355 HK Equity,8355,Hong Kong,HKD,BBG008P336P4,BY2ZFC7,KYG4708D1016,,0.205000,99000.000000,205.000000,18,1810,181011,18101110,Common Stock,10000,,
8356 HK Equity,8356,Hong Kong,HKD,BBG0014YFMJ3,B7JRBB8,KYG2238D1043,,0.080000,751500.000000,324.427996,16,1615,161512,16151213,Common Stock,10000,,
8357 HK Equity,8357,Hong Kong,HKD,BBG00L2F3Q06,BFXWP91,KYG7516A1022,,0.590000,3006750.000000,306.800000,15,1511,151111,,Common Stock,5000,,
8358 HK Equity,8358,Hong Kong,HKD,BBG00FP337F7,BD6VZL3,KYG6193F1037,,1.940000,65450.000000,776.000000,11,1115,111514,,Common Stock,5000,,
